a	0000	37	0	4	10	5	10	9	20	13	0.35135135135135137	7	7	0.1891891891891892	0
a	0001	63	5	9	12	9	17	19	22	19	0.30158730158730157	17	13	0.20634920634920634	0
a	0002	51	3	5	12	8	15	14	22	21	0.4117647058823529	9	11	0.21568627450980393	0
a	0003	47	0	10	11	5	12	16	19	13	0.2765957446808511	14	15	0.3191489361702128	0
a	0004	33	2	5	6	5	8	12	10	6	0.18181818181818182	11	9	0.2727272727272727	0
a	0005	57	1	4	13	11	14	15	17	13	0.22807017543859648	8	7	0.12280701754385964	0
a	0006	65	5	10	16	7	21	18	33	25	0.38461538461538464	14	12	0.18461538461538463	0
a	0007	35	8	5	4	4	12	11	14	14	0.4	8	8	0.22857142857142856	0
a	0008	53	0	6	12	9	13	15	26	15	0.2830188679245283	12	12	0.22641509433962265	0
a	0009	59	12	5	7	9	19	16	27	23	0.3898305084745763	12	10	0.1694915254237288	0
a	0010	57	4	5	10	10	14	16	12	11	0.19298245614035087	15	12	0.21052631578947367	0
a	0011	62	5	10	11	8	16	18	22	16	0.25806451612903225	16	16	0.25806451612903225	0
a	0012	56	5	3	10	9	15	15	21	16	0.2857142857142857	11	10	0.17857142857142858	0
a	0013	68	4	9	12	9	16	21	18	16	0.23529411764705882	21	19	0.27941176470588236	0
a	0014	77	1	11	20	8	21	20	43	22	0.2857142857142857	18	15	0.19480519480519481	0
a	0015	48	0	4	13	6	15	10	37	17	0.3541666666666667	7	8	0.16666666666666666	0
a	0016	60	0	4	14	11	14	17	19	17	0.2833333333333333	12	10	0.16666666666666666	0
a	0017	70	0	8	19	12	21	21	27	25	0.35714285714285715	11	15	0.21428571428571427	0
a	0018	51	0	6	12	10	12	17	13	11	0.21568627450980393	12	11	0.21568627450980393	0
a	0019	42	4	6	8	6	12	13	11	12	0.2857142857142857	8	8	0.19047619047619047	0
a	0020	69	2	8	17	13	19	21	22	17	0.2463768115942029	11	12	0.17391304347826086	0
a	0021	63	2	5	16	11	18	16	31	21	0.3333333333333333	9	9	0.14285714285714285	0
a	0022	108	0	1	17	20	17	21	84	22	0.2037037037037037	10	11	0.10185185185185185	0
a	0023	73	5	10	16	9	21	20	35	24	0.3287671232876712	15	17	0.2328767123287671	0
a	0024	81	1	5	17	14	18	20	30	20	0.24691358024691357	17	15	0.18518518518518517	0
a	0025	68	1	8	17	8	19	16	36	26	0.38235294117647056	12	14	0.20588235294117646	0
a	0026	42	6	3	7	6	13	11	22	17	0.40476190476190477	9	7	0.16666666666666666	0
a	0027	70	1	3	16	12	17	16	32	21	0.3	12	10	0.14285714285714285	0
a	0028	46	0	9	13	7	13	17	19	13	0.2826086956521739	10	10	0.21739130434782608	0
a	0029	55	5	4	11	11	17	15	19	19	0.34545454545454546	12	10	0.18181818181818182	0
a	0030	54	3	8	12	6	16	14	29	16	0.2962962962962963	12	14	0.25925925925925924	0
a	0031	40	2	3	7	8	13	11	11	9	0.225	7	8	0.2	0
a	0032	47	3	5	12	7	15	12	25	20	0.425531914893617	5	5	0.10638297872340426	0
a	0033	49	7	3	7	8	15	12	21	18	0.3673469387755102	9	9	0.1836734693877551	0
a	0034	59	2	4	12	10	15	14	21	18	0.3050847457627119	11	11	0.1864406779661017	0
a	0035	44	2	3	9	11	12	15	14	8	0.18181818181818182	5	8	0.18181818181818182	0
a	0036	64	1	4	15	12	17	16	30	17	0.265625	10	8	0.125	0
a	0037	69	2	3	14	15	16	18	20	15	0.21739130434782608	14	11	0.15942028985507245	0
a	0038	50	5	6	10	7	15	13	19	17	0.34	8	10	0.2	0
a	0039	55	3	6	13	9	16	15	25	19	0.34545454545454546	10	11	0.2	0
a	0040	53	5	4	13	8	18	15	21	16	0.3018867924528302	7	7	0.1320754716981132	0
